0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.907467319710773657e-01,1.008722401959132320e+00,8.985670194003390066e-01
7.620295479991175958e-01,1.022860886439973527e+00,2.552006172839497822e+00
1.182337174273658587e+00,1.035470115228209753e+00,4.239891975308630379e+00
1.652961774078202550e+00,1.049588853222346074e+00,5.789991181657839547e+00
2.149841887686906095e+00,1.064495256630607178e+00,7.443430335096991257e+00
2.672319298876272953e+00,1.080169578966288180e+00,9.096869488536142967e+00
3.270930386584147698e+00,1.098127911597524431e+00,1.064696869488535214e+01
3.818127473722847220e+00,1.114543824211685408e+00,1.216262125220458046e+01
4.467713751184214210e+00,1.134031412535526417e+00,1.367827380952380167e+01
5.117519434053408034e+00,1.153525583021602241e+00,1.522837301587300374e+01
5.741289008526277549e+00,1.172238670255788318e+00,1.670957892416225121e+01
6.441850475741143889e+00,1.193255514272234308e+00,1.819078483245149158e+01
7.218106808658834694e+00,1.216543204259765032e+00,1.949975749559082061e+01
8.020618655380692630e+00,1.240618559661420761e+00,2.091207010582009929e+01
8.720741311779889315e+00,1.261622239353396679e+00,2.232438271604937086e+01
9.624984132600911124e+00,1.288749523978027334e+00,2.363335537918870699e+01
1.050319084502560862e+01,1.315095725350768241e+00,2.487343474426806722e+01
1.142015917950101844e+01,1.342604775385030536e+00,2.617092519106407877e+01
1.238700567669075525e+01,1.371610170300722631e+00,2.726173574368018393e+01
1.335403501172035234e+01,1.400621050351610553e+00,2.838125183715460764e+01
1.440529164497967862e+01,1.432158749349390359e+00,2.932853468547912712e+01
1.547915922443524295e+01,1.464374776733057271e+00,3.047675631981187649e+01
1.655138126333205761e+01,1.496541437899961746e+00,3.136662808641974820e+01
1.764584857274540397e+01,1.529375457182362119e+00,3.240002755731921980e+01
1.880357777475096981e+01,1.564107333242529041e+00,3.331860486478541361e+01
1.987470278660861922e+01,1.596241083598258559e+00,3.403624338624338463e+01
2.099013550165946285e+01,1.629704065049783823e+00,3.501223177542621556e+01
2.214640200094613220e+01,1.664392060028383913e+00,3.570116475602586092e+01
2.334661052774627166e+01,1.700398315832388096e+00,3.659103652263374329e+01
2.443888378308128750e+01,1.733166513492438554e+00,3.727996950323338865e+01
2.553079136273656502e+01,1.765923740882096915e+00,3.791149140211639690e+01
2.675159961949448473e+01,1.802547988584834560e+00,3.868654100529100504e+01
2.799337328188989815e+01,1.839801198456696874e+00,3.940417952674896895e+01
2.923514694428532223e+01,1.877054408328559632e+00,4.012181804820693287e+01
3.030645479398283371e+01,1.909193643819484976e+00,4.086816211052321535e+01
3.154767994285866095e+01,1.946430398285759811e+00,4.149968400940623070e+01
3.272509468562268609e+01,1.981752840568680618e+00,4.215991144914755751e+01
3.392365767186407766e+01,2.017709730155922365e+00,4.279143334803056575e+01
3.514318606374295939e+01,2.054295581912288782e+00,4.336554416519693689e+01
3.638404553693908383e+01,2.091521366108172408e+00,4.393965498236331513e+01
3.762490501013518696e+01,2.128747150304055591e+00,4.451376579952969337e+01
3.882218813149754055e+01,2.164665643944926110e+00,4.494434891240446461e+01
4.004153368553657089e+01,2.201246010566097144e+00,4.548975418871252430e+01
4.126051356389586999e+01,2.237815406916876082e+00,4.597774838330393976e+01
4.252233844272947749e+01,2.275670153281884378e+00,4.649444811875367378e+01
4.380512872720059647e+01,2.314153861816017788e+00,4.695373677248677069e+01
4.496011536160821720e+01,2.348803460848246427e+00,4.744173096707818615e+01
4.617927807780738902e+01,2.385378342334221635e+00,4.795843070252792018e+01
4.746261687579806932e+01,2.423878506273942079e+00,4.850383597883597986e+01
4.859700378024793821e+01,2.457910113407438146e+00,4.910665233686066955e+01
4.958115892627794352e+01,2.487434767788338164e+00,4.956594099059376646e+01
5.028837569086377357e+01,2.508651270725913207e+00,5.008264072604350758e+01
5.035539634328998204e+01,2.489338109701300539e+00,4.947982436801881079e+01
5.130127743484221980e+01,2.460961676954733335e+00,4.833160273368606852e+01
5.229036920254849719e+01,2.431288923923545120e+00,4.709726447677836347e+01
5.315165732019129052e+01,2.405450280394261231e+00,4.583422067901234698e+01
5.407657300610604523e+01,2.377702809816818696e+00,4.462858796296296759e+01
5.506603044949203962e+01,2.348019086515238829e+00,4.333683862433862544e+01
5.594755262141288199e+01,2.321573421357613576e+00,4.224602807172252028e+01
5.697912371391372943e+01,2.290626288582588099e+00,4.104039535567313379e+01
5.794651872462307551e+01,2.261604438261307859e+00,3.986346818048206586e+01
5.893506197880974895e+01,2.231948140635707567e+00,3.871524654614931649e+01
5.985961198904476532e+01,2.204211640328657129e+00,3.756702491181657422e+01
6.084742389187199763e+01,2.174577283243840142e+00,3.653362544091710618e+01
6.183560147037896115e+01,2.144931955888631059e+00,3.544281488830100102e+01
6.293116580683148698e+01,2.112065025795055284e+00,3.423718217225161453e+01
6.387631554702427650e+01,2.083710533589271829e+00,3.320378270135213938e+01
6.492848636948289709e+01,2.052145408915512892e+00,3.211297214873603423e+01
6.589551570451250484e+01,2.023134528864624748e+00,3.099345605526160696e+01
6.694750368913126692e+01,1.991574889326062081e+00,2.993135104350381681e+01
6.793549842979837194e+01,1.961935047106048824e+00,2.886924603174602311e+01
6.892367600830533547e+01,1.932289719750840185e+00,2.777843547912991795e+01
6.997584683076394185e+01,1.900724595077081691e+00,2.668762492651381280e+01
7.100613805838577264e+01,1.869815858248426999e+00,2.568293099647266331e+01
7.199486415041232590e+01,1.840154075487630436e+00,2.450600382128159538e+01
7.298249321539969969e+01,1.810525203538009276e+00,2.350130989124043879e+01
7.399200187522387751e+01,1.780239943743283870e+00,2.241049933862433363e+01
7.502375580556460477e+01,1.749287325833062123e+00,2.117616108171662859e+01
7.599005378923473586e+01,1.720298386322957729e+00,2.017146715167547910e+01
7.697877988126128912e+01,1.690636603562161167e+00,1.899453997648441117e+01
7.794599205413075538e+01,1.661620238376077197e+00,1.784631834215166890e+01
7.889169030784313463e+01,1.633249290764706041e+00,1.672680224867723808e+01
7.983793707507510362e+01,1.604861887747747184e+00,1.552116953262785159e+01
8.078400100446719989e+01,1.576479969865983932e+00,1.434424235743679787e+01
8.170873385254208188e+01,1.548737984423737668e+00,1.316731518224572284e+01
8.267686021461085488e+01,1.519694193561674567e+00,1.187556584362139489e+01
8.355911373789115260e+01,1.493226587863265564e+00,1.066993312757200840e+01
8.444155009901130882e+01,1.466753497029660736e+00,9.435594870664303357e+00
8.536683146060578053e+01,1.438995056181826548e+00,8.172551072898286861e+00
8.620697133477122520e+01,1.413790859956863377e+00,6.880801734273951809e+00
8.700499755982181682e+01,1.389850073205345815e+00,5.502935773074653980e+00
8.784495459614737456e+01,1.364651362115578692e+00,4.239891975308630379e+00
8.872830514646685174e+01,1.338150845605994510e+00,2.862026014109339656e+00
8.952596569583771213e+01,1.314221029124868600e+00,1.541571134626671835e+00
